,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role,DD_Latitudes,DD_Longitudes
15,02385.*A,AIRPORT,CCB,2022-03-24,AWP,LAX,CA,CALIFORNIA,SAN BERNARDINO,CA,UPLAND,CABLE,PR,PU,CABLE LAND CO - A PARTNERSHIP,1749 WEST 13TH STREET,"UPLAND, CA 91786-2199",909-982-6021,STEPHEN DUNN,1749 WEST 13TH STREET,"UPLAND, CA 91786-2199",(951) 315-9224,034-06-41.8000N,122801.8000N,117-41-14.6000W,0423674.6000W,E,1443.5,S,14E,2000.0,800.0,LOS ANGELES,2.0,NW,95.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,RAL,RIVERSIDE,,1-800-WX-BRIEF,,,,RAL,Y,1945-09-01,O,,NMY,NO OBJECTION,N,N,N,Y,S,S,2021-10-28,1984-03-27,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,123.0,123.0,N,CG,N,,157.0,5.0,0.0,2.0,4.0,0.0,0.0,,,,73751.0,18438.0,,2019-09-30,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,,TIE,"AVNCS,INSTR,RNTL,SALES",Y-L,KCCB,,Regional,34.11161111111112,-117.68738888888889
16,01369.1*A,AIRPORT,CMA,2022-03-24,AWP,LAX,CA,CALIFORNIA,VENTURA,CA,CAMARILLO,CAMARILLO,PU,PU,COUNTY OF VENTURA,555 AIRPORT WAY,"CAMARILLO, CA 93010-8544",805-388-4372,KEITH FREITAS,"555 AIRPORT WAY, SUITE B","CAMARILLO, CA 93010-8544",805-388-4372,034-12-49.5000N,123169.5000N,119-05-39.7000W,0428739.7000W,E,76.8,S,14E,1990.0,800.0,LOS ANGELES,3.0,W,650.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,HHR,HAWTHORNE,,1-800-WX-BRIEF,,,,CMA,Y,1976-12-01,O,,NGPY,NO OBJECTION,N,N,,,S,S,2021-05-04,,100LL A,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,128.2,Y,CG,Y,,301.0,35.0,24.0,22.0,1.0,0.0,0.0,,,2460.0,34009.0,68443.0,3654.0,2020-12-31,NGS,2006-02-07,NGS,2006-02-07,,TIE,"AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KCMA,,National,34.213750000000005,-119.09436111111111
17,01886.3*A,AIRPORT,MER,2022-03-24,AWP,SFO,CA,CALIFORNIA,MERCED,CA,ATWATER,CASTLE,PU,PU,MERCED COUNTY,2222 M STREET,"MERCED, CA 95340",209-385-7686,MARK MIMMS,2222 M STREET,"MERCED, CA 95340-4180",209-385-7686,037-22-49.7400N,134569.7440N,120-34-05.4700W,0434045.4710W,E,190.4,S,15E,2000.0,,SAN FRANCISCO,3.0,NE,1360.0,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,N,RIU,RANCHO MURIETA,,1-800-WX-BRIEF,,,,MER,Y,1942-07-01,O,,N,NOT ANALYZED,N,N,,Y,S,S,2021-04-30,,100LL A A1,MINOR,MINOR,,,SEE RMK,SS-SR,Y,122.95,118.175,Y,CG,N,,53.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,,51.0,54884.0,47504.0,924.0,2019-05-30,3RD PARTY SURVEY,2018-03-18,3RD PARTY SURVEY,2018-03-18,,"HGR,TIE",,Y-L,KMER,,Local,37.38048444444445,-120.56818638888889
18,01568.5*A,AIRPORT,L18,2022-03-24,AWP,LAX,CA,CALIFORNIA,SAN DIEGO,CA,FALLBROOK,FALLBROOK COMMUNITY AIRPARK,PU,PU,COUNTY OF SAN DIEGO,1960 JOE CROSSON DRIVE,"EL CAJON, CA 92020-1235",619-956-4800,MEADOW CHASE,2155 SOUTH MISSION ROAD,"FALLBROOK, CA 92028",760-723-8395,033-21-15.0000N,120075.0000N,117-15-03.0000W,0422103.0000W,E,708.0,E,13E,1985.0,,LOS ANGELES,2.0,S,290.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,SAN,SAN DIEGO,,1-800-WX-BRIEF,,,,L18,Y,1964-11-01,O,,NPSY,NO OBJECTION,N,N,N,Y,S,S,2021-10-19,,100LL,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,,123.05,Y,CG,N,,93.0,4.0,0.0,0.0,1.0,0.0,0.0,,,,13660.0,7356.0,,2020-12-31,FAA,2016-03-28,OWNER,1996-12-12,,TIE,"INSTR,RNTL,SALES",Y,,,Local,33.35416666666667,-117.25083333333333
19,01638.*A,AIRPORT,HAF,2022-03-24,AWP,SFO,CA,CALIFORNIA,SAN MATEO,CA,HALF MOON BAY,HALF MOON BAY,PU,PU,SAN MATEO COUNTY,"555 COUNTY CENTER, 5TH FLOOR","REDWOOD CITY, CA 94063-1665",650-573-3700,GRETCHEN KELLY,620 AIRPORT DRIVE,"SAN CARLOS, CA 94070",650-573-3700,037-30-48.4000N,135048.4000N,122-30-04.2000W,0441004.2000W,E,66.3,S,15E,1995.0,933.0,SAN FRANCISCO,5.0,NW,325.0,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,N,OAK,OAKLAND,,1-800-WX-BRIEF,,,,OAK,Y,1943-03-01,O,,NGRY,NO OBJECTION,N,N,N,Y,S,S,2020-01-15,,100LL,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,12.0,1.0,0.0,0.0,0.0,0.0,0.0,,,150.0,25000.0,25000.0,,2020-01-15,NGS,2005-12-01,NGS,2005-12-01,,TIE,,Y-L,KHAF,,Basic,37.513444444444445,-122.50116666666666
20,07675.255*A,AIRPORT,CN66,2022-03-24,AWP,SFO,CA,CALIFORNIA,ALAMEDA,CA,SAN SIMEON,HEARST SAN SIMEON AIRSTRIP,PR,PR,"HEARST HOLDINGS, INC.","5 THIRD STREET, SUITE 200","SAN FRANCISCO, CA 94103",415-777-0600,BENJAMIN HIGGINS,P.O. BOX 66,"SAN SIMEON, CA 93452",805-588-1538,035-39-48.2700N,128388.2750N,121-11-54.2600W,0436314.2600W,E,207.0,E,,,,LOS ANGELES,1.0,NNW,,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,,HHR,HAWTHORNE,,1-800-WX-BRIEF,,,,,,2020-08-01,O,,,NO OBJECTION,,,,,,N,,,,NONE,NONE,NONE,NONE,,,N,,,N,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,FAA-EST,2020-08-14,OWNER,2020-08-11,N,,,N,,,,35.66340972222222,-121.19840555555557
21,01796.*A,AIRPORT,SLI,2022-03-24,AWP,LAX,CA,CALIFORNIA,ORANGE,CA,LOS ALAMITOS,LOS ALAMITOS AAF,MR,PR,US ARMY,"AASF, CAARNG, 4612 DOOLITTLE AVE","LOS ALAMITOS, CA 90720",562-795-2571,BASE OPS,,"LOS ALAMITOS, CA 90720",562-795-1351,033-47-24.1100N,121644.1080N,118-03-05.1100W,0424985.1120W,E,35.5,S,12E,2020.0,,LOS ANGELES,1.0,SE,,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,,HHR,HAWTHORNE,,1-800-WX-BRIEF,,,,SLI,Y,1944-04-01,O,,,,,,,N,,N,,1975-12-04,A1+ J8,,,,,SS-SR,SS-SR,Y,,123.85,N,SCG,,,,,,,,,,,,,,,,,MILITARY,2010-12-03,MILITARY,2010-12-03,,,,,KSLI,,,33.790029999999994,-118.05142000000001
22,01818.*A,AIRPORT,LAX,2022-03-24,AWP,LAX,CA,CALIFORNIA,LOS ANGELES,CA,LOS ANGELES,LOS ANGELES INTL,PU,PU,CITY OF LOS ANGELES,1 WORLD WAY BOX 92216,"LOS ANGELES, CA 90009-2216",424-646-5292,VIJI PRASAD,ONE WORLD WAY,"LOS ANGELES, CA 90009",424-646-8251,033-56-32.9900N,122192.9870N,118-24-28.9700W,0426268.9750W,E,127.8,S,12E,2020.0,,LOS ANGELES,9.0,SW,3500.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,HHR,HAWTHORNE,,1-800-WX-BRIEF,,,,LAX,Y,1940-04-01,O,I E S 05/1973,NGPY3,NO OBJECTION,Y,Y,,,F,F,2019-02-28,,A,MAJOR,MAJOR,HIGH,HIGH,,SS-SR,Y,122.95,,N,CG,,,,,0.0,,,,,379933.0,,23176.0,0.0,11282.0,354.0,2021-07-31,FAA-EST,2019-03-25,FAA,2019-03-25,,TIE,"AFRT,AVNCS,CARGO,CHTR",Y-L,KLAX,Large,,33.942496388888884,-118.40804861111111
23,02078.*A,AIRPORT,RNM,2022-03-24,AWP,LAX,CA,CALIFORNIA,SAN DIEGO,CA,RAMONA,RAMONA,PU,PU,COUNTY OF SAN DIEGO,1960 JOE CROSSON DRIVE,"EL CAJON, CA 92020-1235",619-956-4800,MEADOW CHASE,2926 MONTECITO ROAD,"RAMONA, CA 92065",760-788-3366,033-02-21.0000N,118941.0000N,116-54-54.9000W,0420894.9000W,E,1394.6,S,12E,2010.0,,LOS ANGELES,2.0,W,342.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,SAN,SAN DIEGO,,1-800-WX-BRIEF,,,,RNM,Y,1947-06-01,O,,NGPY,NO OBJECTION,N,N,N,Y,S,S,2021-09-14,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119.875,Y,CG,N,,115.0,9.0,1.0,3.0,0.0,0.0,2.0,0.0,,0.0,94236.0,50018.0,725.0,2020-12-31,NGS,2009-02-01,NGS,2009-02-01,,TIE,"INSTR,RNTL,SALES",Y-L,KRNM,,Regional,33.03916666666667,-116.91525000000001
24,02126.*A,AIRPORT,MHR,2022-03-24,AWP,SFO,CA,CALIFORNIA,SACRAMENTO,CA,SACRAMENTO,SACRAMENTO MATHER,PU,PU,COUNTY OF SACRAMENTO,6900 AIRPORT BLVD.,"SACRAMENTO, CA 95837",916-875-7077,JOHN PIRES,10425 NORDEN AVE,"MATHER, CA 95655",916-875-6760,038-33-19.1200N,138799.1190N,121-17-49.9600W,0436669.9610W,E,98.3,S,13E,2020.0,,SAN FRANCISCO,10.0,E,2875.0,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,N,RIU,RANCHO MURIETA,,1-800-WX-BRIEF,,,,MHR,Y,1942-07-01,O,,N,NOT ANALYZED,N,N,,Y,S,S,2021-01-12,1976-09-09,100LL A,MAJOR,MAJOR,,LOW,SEE RMK,SS-SR,Y,122.95,120.65,N,CG,N,,10.0,1.0,0.0,0.0,0.0,41.0,0.0,4781.0,,12493.0,13713.0,36778.0,31702.0,2018-12-31,3RD PARTY SURVEY,2017-12-22,3RD PARTY SURVEY,2017-12-22,,"HGR,TIE","AFRT,CARGO",Y-L,KMHR,,National,38.55531083333333,-121.29721138888888
25,02137.*A,AIRPORT,SNS,2022-03-24,AWP,SFO,CA,CALIFORNIA,MONTEREY,CA,SALINAS,SALINAS MUNI,PU,PU,CITY OF SALINAS,200 LINCOLN AVE,"SALINAS, CA 93901",831-758-7214,BRETT J. GODOWN,30 MORTENSEN AVE,"SALINAS, CA 93905",831-758-7214,036-39-46.0300N,131986.0314N,121-36-22.9200W,0437782.9191W,E,84.3,S,16E,1980.0,800.0,SAN FRANCISCO,3.0,SE,605.0,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,N,OAK,OAKLAND,,1-800-WX-BRIEF,,,,SNS,Y,1942-06-01,O,,NGPY,NO OBJECTION,N,N,N,Y,S,S,2021-09-29,,100LL A,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.95,119.525,N,CG,N,,141.0,9.0,4.0,4.0,3.0,0.0,0.0,,,1335.0,31500.0,36775.0,500.0,2019-12-10,FAA-EST,2012-06-19,3RD PARTY SURVEY,2011-07-03,,"HGR,TIE","AGRI,CHTR,INSTR,RNTL,SALES",Y-L,KSNS,,Regional,36.6627865,-121.60636641666666
26,02170.*A,AIRPORT,SAN,2022-03-24,AWP,LAX,CA,CALIFORNIA,SAN DIEGO,CA,SAN DIEGO,SAN DIEGO INTL,PU,PU,SAN DIEGO CNTY REG ARPT AUTHORITY,3225 N HARBOR DRIVE,"SAN DIEGO, CA 92101-1022",(619) 400-2400,DEAN ROBBINS,3225 N HARBOR DRIVE,"SAN DIEGO, CA 92101-1022",619-400-2718,032-44-00.8000N,117840.8000N,117-11-22.8000W,0421882.8000W,E,16.8,E,11E,2020.0,,LOS ANGELES,2.0,W,663.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,SAN,SAN DIEGO,,1-800-WX-BRIEF,,,,SAN,Y,1940-04-01,O,I D S 05/1973,NGSY,NO OBJECTION,Y,Y,N,Y,F,F,2019-06-10,,100LL A,MINOR,MINOR,NONE,HIGH/LOW,,SS-SR,Y,,,N,CG,N,,,0.0,12.0,0.0,,,,203913.0,,12720.0,0.0,10399.0,773.0,2019-04-30,3RD PARTY SURVEY,2011-08-20,3RD PARTY SURVEY,2011-08-20,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,RNTL,SURV",Y-L,KSAN,Large,,32.733555555555554,-117.18966666666667
27,02407.*A,AIRPORT,VCV,2022-03-24,AWP,LAX,CA,CALIFORNIA,SAN BERNARDINO,CA,VICTORVILLE,SOUTHERN CALIFORNIA LOGISTICS,PU,PU,SOUTHERN CA LOGISTICS ARPT AUTH,18374 PHANTOM,"VICTORVILLE, CA 92394",760-243-1900,C. ERIC RAY,"SO CAL LOGISTICS AIRPORT AUTHORITY, 18374 PHANTOM WEST","VICTORVILLE, CA 92394",760-243-1915,034-35-50.9000N,124550.9000N,117-22-58.8000W,0422578.8000W,E,2885.1,S,14E,1995.0,,LOS ANGELES,5.0,NW,2300.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,RAL,RIVERSIDE,,1-800-WX-BRIEF,,,,VCV,Y,1943-09-01,O,IV A U 03/1995,NGY,NOT ANALYZED,Y,Y,N,Y,S,F,2019-11-06,,100LL A,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,,118.35,Y,CG,N,,1.0,0.0,43.0,3.0,0.0,0.0,0.0,796.0,,2644.0,5000.0,4119.0,4423.0,2021-07-31,NGS,2006-12-19,NGS,2006-12-19,,TIE,"AFRT,AMB,CARGO",Y-L,KVCV,,Regional,34.59747222222222,-117.38300000000001
28,02356.1*A,AIRPORT,TOA,2022-03-24,AWP,LAX,CA,CALIFORNIA,LOS ANGELES,CA,TORRANCE,ZAMPERINI FLD,PU,PU,CITY OF TORRANCE,3031 TORRANCE BLVD,"TORRANCE, CA 90503",310-784-7900,RAFAEL HERRERA,"CITY OF TORRANCE, 3301 AIRPORT DRIVE","TORRANCE, CA 90505",310-784-7914,033-48-12.1800N,121692.1783N,118-20-22.5900W,0426022.5875W,E,103.2,S,14E,1970.0,,LOS ANGELES,3.0,SW,506.0,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,HHR,HAWTHORNE,,1-800-WX-BRIEF,,,,TOA,Y,,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,2016-09-20,,100LL,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,124.0,Y,CG,N,Y,247.0,23.0,1.0,5.0,3.0,0.0,0.0,28.0,,348.0,55144.0,63040.0,474.0,2016-01-31,FAA,2016-03-16,NGS,2009-01-27,,TIE,"AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KTOA,,Regional,33.80338286111111,-118.33960763888889
29,02651.*A,AIRPORT,LHX,2022-03-24,ANM,DEN,CO,COLORADO,OTERO,CO,LA JUNTA,LA JUNTA MUNI,PU,PU,CITY OF LA JUNTA,PO BOX 489,"LA JUNTA, CO 81050",719-384-8454,BILL JACKSON,P O BOX 489,"LA JUNTA, CO 81050",(719) 384-2698,038-03-00.0000N,136980.0000N,103-30-35.1000W,0372635.1000W,E,4228.6,S,09E,2005.0,,WICHITA,3.0,N,4200.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,DEN,DENVER,,1-800-WX-BRIEF,,,,LHX,Y,1940-04-01,O,,NGPY,NO OBJECTION,N,N,N,Y,S,S,2020-07-15,,100LL A,,,NONE,,SEE RMK,SS-SR,N,123.0,123.0,Y,CG,N,,14.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,116.0,8140.0,376.0,2019-12-31,NGS,2007-11-29,NGS,2007-11-29,,"HGR,TIE","AGRI,AMB,INSTR",Y-L,KLHX,,Local,38.05,-103.50975
30,02660.1*A,AIRPORT,LXV,2022-03-24,ANM,DEN,CO,COLORADO,LAKE,CO,LEADVILLE,LAKE COUNTY,PU,PU,COUNTY COMMISSIONER,LAKE COUNTY COURTHOUSE,"LEADVILLE, CO 80461",719-486-4181,BRETT COTTRELL,"915 CR 23, BOX 952","LEADVILLE, CO 80461",719-486-0307,039-13-10.1000N,141190.1000N,106-18-59.1000W,0382739.1000W,E,9933.5,S,09E,2020.0,,DENVER,2.0,SW,605.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,DEN,DENVER,,1-800-WX-BRIEF,,,,LXV,Y,1962-01-01,O,,NGSY,NO OBJECTION,N,N,N,Y,S,S,2018-09-27,,100LL A,,,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,200.0,1800.0,1000.0,2000.0,2018-05-18,3RD PARTY SURVEY,2009-10-27,3RD PARTY SURVEY,2009-10-27,,"HGR,TIE",CHTR,Y-L,KLXV,,Basic,39.21947222222222,-106.31641666666665
31,02967.*A,AIRPORT,DOV,2022-03-24,AEA,HAR,DE,DELAWARE,KENT,DE,DOVER,DOVER AFB,MA,PU,USAF,DOVER AFB,"DOVER, DE 19901",,CHIEF AFLD MANAGEMENT/ MR HETTEROTH,DOVER AFB,"DOVER, DE 19901",302-677-4183,039-07-46.3400N,140866.3400N,075-27-57.4600W,0271677.4600W,E,28.9,E,12W,2020.0,,WASHINGTON,3.0,E,,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,MIV,MILLVILLE,,1-800-WX-BRIEF,,,,DOV,Y,,O,IV A U 11/2005,,NOT ANALYZED,Y,,Y,N,,F,2006-06-29,2012-02-07,A+ J8,MAJOR,MAJOR,LOW,LOW,,SS-SR,Y,,,N,CG,,,,,,,,,,,,,,,124000.0,,MILITARY,2013-05-03,MILITARY,2016-06-10,,HGR,CARGO,,KDOV,,,39.12953888888889,-75.46596111111111
32,03052.*A,AIRPORT,BOW,2022-03-24,ASO,ORL,FL,FLORIDA,POLK,FL,BARTOW,BARTOW EXEC,PU,PU,BARTOW MUNI ARPT DVLPMNT AUTH,PO BOX 650,"BARTOW, FL 33831-0650",863-533-1195,"JOHN B. HELMS, II",5993 AIRPORT BLVD,"BARTOW, FL 33830",863-533-1195,027-56-36.1000N,100596.1000N,081-47-00.3000W,0294420.3000W,E,124.8,S,04W,1995.0,,MIAMI,4.0,NE,1846.0,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,BOW,Y,1944-02-01,O,,NGPRY3,NO OBJECTION,N,N,N,Y,S,S,2018-07-24,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,121.2,Y-L,CG,N,,130.0,15.0,3.0,7.0,1.0,0.0,0.0,,,1388.0,22228.0,25005.0,48.0,2021-01-01,3RD PARTY SURVEY,2006-05-12,3RD PARTY SURVEY,2006-05-12,,"HGR,TIE","AMB,AVNCS,INSTR,RNTL,SALES,SURV",Y-L,KBOW,,Regional,27.943361111111113,-81.78341666666667
33,03250.3*A,AIRPORT,VQQ,2022-03-24,ASO,ORL,FL,FLORIDA,DUVAL,FL,JACKSONVILLE,CECIL,PU,PU,JACKSONVILLE AVIATION AUTHORITY,14201 PECAN PARK ROAD,"JACKSONVILLE, FL 32218-0018",(904) 741-2013,TIM COX,13365 SIMPSON WAY,"JACKSONVILLE, FL 32221-5522",904-573-1617,030-13-07.6000N,108787.6000N,081-52-37.8000W,0294757.8000W,E,79.6,S,05W,2000.0,,JACKSONVILLE,0.0,N,6082.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,VQQ,Y,,O,,N,NO OBJECTION,,,,Y,S,S,2018-02-05,1976-08-13,100LL A1+,MAJOR,MAJOR,HIGH/LOW,HIGH,SEE RMK,SS-SR,Y,,126.1,N,CG,,,12.0,1.0,1.0,1.0,0.0,69.0,0.0,744.0,,346.0,32567.0,16805.0,53899.0,2018-02-05,3RD PARTY SURVEY,2011-08-28,3RD PARTY SURVEY,2011-08-28,,TIE,"AVNCS,INSTR",Y-L,KVQQ,,Regional,30.218777777777778,-81.87716666666667
34,03132.*A,AIRPORT,CTY,2022-03-24,ASO,ORL,FL,FLORIDA,DIXIE,FL,CROSS CITY,CROSS CITY,PU,PU,DIXIE COUNTY,"COUNTY COURTHOUSE  P.O. BOX 2600, P.O. BOX 2600","CROSS CITY, FL 32628",352-498-1206,CLINT BEAUCHAMP,"CROSS CITY AIRPORT, 508 NE 241 ST","CROSS CITY, FL 32628",352-498-6656,029-38-07.9000N,106687.9000N,083-06-17.1000W,0299177.1000W,E,42.1,S,05W,2010.0,,JACKSONVILLE,1.0,E,591.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,GNV,Y,1940-04-01,O,,NP3,NO OBJECTION,N,N,N,Y,S,S,2018-04-05,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,7.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,3600.0,14400.0,,2018-04-05,NGS,1998-07-20,NGS,1998-07-20,,"HGR,TIE",,Y-L,KCTY,,Basic,29.635527777777774,-83.10474999999998
35,03147.*A,AIRPORT,DAB,2022-03-24,ASO,ORL,FL,FLORIDA,VOLUSIA,FL,DAYTONA BEACH,DAYTONA BEACH INTL,PU,PU,VOLUSIA COUNTY,123 W INDIANA AVE,"DELAND, FL 32720-4612",386-248-8030,"MS KAREN K FEASTER, AAE, IACE, ACE","700 CATALINA DR, SUITE 300, DAYTONA BEACH INTL ARPT","DAYTONA BEACH, FL 32114",386-248-8030,029-10-47.6700N,105047.6720N,081-03-28.9500W,0291808.9520W,E,34.2,S,05W,2000.0,965.0,JACKSONVILLE,3.0,SW,1800.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,DAB,Y,1940-04-01,O,I C S 05/1973,NGPRY3,NO OBJECTION,N,N,N,Y,F,F,2021-10-05,,100LL A,MAJOR,MAJOR,NONE,HIGH,SS-SR,SS-SR,Y,122.95,,N,CG,N,,167.0,40.0,29.0,2.0,,,,6752.0,,131154.0,184586.0,39862.0,1717.0,2021-09-30,3RD PARTY SURVEY,2017-06-05,3RD PARTY SURVEY,2017-06-05,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SURV",Y-L,KDAB,Non-Hub,,29.179908888888892,-81.05804222222221
36,03535.03*A,AIRPORT,EGI,2022-03-24,ASO,ORL,FL,FLORIDA,OKALOOSA,FL,CRESTVIEW,"DUKE FLD,(EGLIN AF AUX NR 3)",MA,PR,USAF,"DEPT OF THE AF, HQ ADTC","EGLIN AFB, FL 32542",,,"DEPT OF THE AF, HQ ADTC","EGLIN AFB, FL 32542",904-882-2013,030-38-54.9100N,110334.9130N,086-31-19.0500W,0311479.0537W,E,195.3,S,02W,2010.0,,NEW ORLEANS,3.0,W,,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,GNV,Y,,O,,,NOT ANALYZED,N,N,N,N,,N,,2015-04-16,,NONE,NONE,NONE,LOW,SS-SR,SS-SR,Y,,,N,SCG,N,,,,,,,,,,,,,,66000.0,,MILITARY,2011-05-01,MILITARY,2011-05-01,,,,Y,KEGI,,,30.648586944444443,-86.5219593611111
37,03534.*A,AIRPORT,VPS,2022-03-24,ASO,ORL,FL,FLORIDA,OKALOOSA,FL,VALPARAISO/DESTIN-FT WALTON BEACH,EGLIN AFB/DESTIN-FT WALTON BEACH,MA,PU,USAF,DEPT OF THE AF HDQRTS AFMC,"EGLIN AFB, FL 32542",850-882-5313,TRACY STAGE,1701 STATE ROAD 85N,"EGLIN AFB, FL 32542",850-651-7160,030-28-59.5900N,109739.5899N,086-31-33.7600W,0311493.7596W,E,84.0,S,00E,2000.0,,NEW ORLEANS,1.0,SW,6500.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,VPS,Y,1941-03-01,O,I C S 05/1973,NGY,,N,N,Y,N,,F,2021-03-09,2016-04-26,A,NONE,NONE,NONE,NONE,SS-SR,SS-SR,Y,,,N,CG,N,,0.0,,2.0,,,,,13219.0,,0.0,0.0,,,2021-02-28,FAA-EST,2009-10-28,MILITARY,2003-07-10,,,,Y,KVPS,Small,,30.483219416666667,-86.52604433333333
